Date,^NSEI,RELIANCE.NS,TCS.NS,INFY.NS,HDFCBANK.NS,ICICIBANK.NS,LT.NS,ITC.NS,SBIN.NS,BHARTIARTL.NS,HINDUNILVR.NS,IDEA.NS,YESBANK.NS,SUZLON.NS,PNB.NS,IRFC.NS,FEDERALBNK.NS,BHEL.NS,SAIL.NS,IDFCFIRSTB.NS,UCOBANK.NS
2021-02-12,15163.2998046875,925.7252197265625,2804.958740234375,1153.043701171875,749.1921997070312,626.3505859375,1443.673583984375,166.8297882080078,362.7660217285156,562.4178466796875,2061.341796875,12.5,16.399999618530273,5.601105213165283,36.00069046020508,21.361658096313477,79.48056030273438,38.28691101074219,55.84440994262695,51.93002700805664,12.665380477905273
2021-02-15,15314.7001953125,921.6443481445312,2760.169921875,1152.91162109375,765.60205078125,651.8361206054688,1459.141357421875,167.71205139160156,375.4995422363281,569.56494140625,2037.10986328125,12.100000381469727,16.25,5.371551036834717,36.69658279418945,21.65601348876953,81.4400863647461,38.385589599609375,54.07636260986328,53.92350387573242,12.616291046142578
2021-02-16,15313.4501953125,933.8417358398438,2732.874267578125,1135.9652099609375,770.361572265625,636.7479248046875,1470.3388671875,167.4435577392578,371.2550048828125,569.8048095703125,2019.5455322265625,11.75,16.049999237060547,5.141997814178467,36.65019226074219,21.782161712646484,81.63126373291016,39.37236785888672,55.84440994262695,53.67431640625,12.910833358764648
2021-02-17,15208.900390625,944.6107177734375,2701.491455078125,1127.954345703125,751.34716796875,635.7806396484375,1469.2950439453125,167.0599365234375,379.9285583496094,569.7089233398438,1989.9342041015625,11.899999618530273,15.899999618530273,4.82062292098999,38.69146728515625,22.17660903930664,82.87388610839844,39.520381927490234,55.71503829956055,56.21600341796875,13.990828514099121
2021-02-18,15118.9501953125,937.559814453125,2687.64599609375,1137.77001953125,736.0975952148438,623.4974975585938,1446.757568359375,167.90386962890625,383.1119384765625,565.10400390625,1974.2550048828125,11.550000190734863,16.149999618530273,4.82062292098999,40.639957427978516,22.483400344848633,82.92168426513672,42.43136978149414,57.698699951171875,57.91045379638672,15.02173137664795
2021-02-19,14981.75,943.2731323242188,2700.3935546875,1136.7576904296875,728.8990478515625,603.5734252929688,1431.7645263671875,165.67897033691406,368.67138671875,557.717041015625,2005.7513427734375,10.899999618530273,15.949999809265137,4.774712085723877,39.016212463378906,22.22043800354004,79.7673110961914,39.865753173828125,56.318763732910156,62.19642639160156,14.138099670410156
2021-02-22,14675.7001953125,910.5352783203125,2600.704833984375,1113.78125,733.1139526367188,589.83935546875,1378.05419921875,162.7645263671875,359.39813232421875,547.1162109375,1993.3367919921875,10.75,15.600000381469727,4.591069221496582,38.08836364746094,21.913646697998047,76.4217758178711,39.12567138671875,57.612457275390625,61.29936218261719,13.598103523254395
2021-02-23,14707.7998046875,917.4954833984375,2619.824951171875,1114.7935791015625,724.1868286132812,596.07763671875,1410.413330078125,163.9043731689453,365.0267028808594,542.559326171875,2004.0499267578125,11.0,15.600000381469727,4.82062292098999,38.041969299316406,21.86981964111328,77.6644058227539,40.16178894042969,60.84668731689453,61.19969177246094,13.696284294128418
2021-02-24,14982.0,934.5218505859375,2591.606689453125,1121.792236328125,760.7951049804688,620.06396484375,1448.655517578125,164.17950439453125,374.8536071777344,549.6585083007812,2003.682373046875,11.449999809265137,16.100000381469727,5.05017614364624,38.78425216674805,21.82599449157715,80.96215057373047,42.38203430175781,61.57978820800781,63.59185791015625,14.138099670410156
2021-02-25,15097.349609375,972.3153076171875,2633.099609375,1122.01220703125,760.771484375,607.393798828125,1429.5343017578125,164.4153289794922,375.7763366699219,555.6065063476562,1989.382080078125,11.649999618530273,16.100000381469727,5.279729843139648,38.877037048339844,21.86981964111328,82.44375610351562,46.526493072509766,63.1322021484375,64.48892211914062,14.138099670410156
2021-02-26,14529.150390625,945.7669067382812,2544.312744140625,1103.305419921875,726.6731567382812,578.1363525390625,1368.8494873046875,160.24896240234375,359.9978942871094,533.6853637695312,1960.6448974609375,11.300000190734863,15.75,5.32564115524292,37.90279006958008,21.606855392456055,79.86290740966797,46.970542907714844,66.0214614868164,63.24300003051758,13.64719295501709
2021-03-01,14761.5498046875,952.9764404296875,2570.597412109375,1115.36572265625,738.2760620117188,588.3885498046875,1397.6500244140625,162.64659118652344,364.4269714355469,510.5650939941406,1971.0819091796875,11.050000190734863,16.299999237060547,5.41746187210083,37.85639953613281,22.702537536621094,79.38497161865234,48.154666900634766,67.61699676513672,63.24300003051758,13.499921798706055
2021-03-02,14919.099609375,954.9261474609375,2642.812744140625,1148.377685546875,742.6803588867188,590.468017578125,1409.79638671875,165.0049285888672,363.7348937988281,519.1992797851562,2002.8543701171875,11.350000381469727,16.299999237060547,5.463373184204102,38.041969299316406,22.483400344848633,79.62394714355469,51.06565856933594,67.96199798583984,64.2895736694336,13.499921798706055
2021-03-03,15245.599609375,998.5009155273438,2689.184814453125,1182.7545166015625,751.5128173828125,611.3592529296875,1420.4720458984375,165.0442352294922,373.746337890625,524.0918579101562,2017.1546630859375,11.149999618530273,16.350000381469727,5.233819007873535,40.40799331665039,22.351917266845703,84.21212005615234,50.32557678222656,67.6601333618164,66.88108825683594,13.598103523254395
2021-03-04,15080.75,986.5983276367188,2680.9208984375,1171.1339111328125,735.0320434570312,600.3816528320312,1387.9232177734375,164.84768676757812,365.07281494140625,517.6642456054688,2020.281005859375,11.0,16.600000381469727,5.233819007873535,40.45438003540039,22.264266967773438,86.69737243652344,53.53260040283203,65.89208984375,67.97750091552734,13.401740074157715
2021-03-05,14938.099609375,987.890625,2644.306640625,1159.11767578125,724.5894165039062,589.4525146484375,1388.82470703125,163.9436798095703,354.0002136230469,511.140625,2024.1435546875,10.550000190734863,16.350000381469727,5.0960869789123535,38.69146728515625,21.86981964111328,83.49520111083984,51.75640106201172,62.18350601196289,66.58207702636719,13.058107376098633
2021-03-08,14956.2001953125,993.5133056640625,2643.34033203125,1175.8876953125,719.6166381835938,588.0984497070312,1437.837646484375,163.51132202148438,359.4903869628906,504.329345703125,1999.72802734375,10.5,16.25,5.187908172607422,38.737857818603516,21.782161712646484,82.4915542602539,53.68061447143555,64.1240463256836,67.03060150146484,13.058107376098633
2021-03-09,15098.400390625,993.490478515625,2682.019775390625,1184.51513671875,739.9808959960938,604.5889282226562,1431.2899169921875,163.35409545898438,357.64495849609375,500.53985595703125,2021.7528076171875,10.100000381469727,16.049999237060547,5.0960869789123535,38.59868240356445,21.86981964111328,81.48787689208984,54.124664306640625,61.493534088134766,66.43256378173828,12.861743927001953
2021-03-10,15174.7998046875,989.3643188476562,2699.601806640625,1204.41015625,736.7842407226562,605.0725708007812,1446.3780517578125,162.33213806152344,357.73724365234375,504.4732360839844,2048.742919921875,10.300000190734863,16.049999237060547,5.187908172607422,38.505897521972656,21.782161712646484,82.4915542602539,54.07532501220703,62.959716796875,66.63190460205078,12.763562202453613
2021-03-12,15030.9501953125,969.2546997070312,2688.173095703125,1210.3084716796875,734.9845581054688,592.7409057617188,1436.698974609375,161.3102264404297,351.6473388671875,502.8902587890625,2027.5,10.199999809265137,15.899999618530273,5.0960869789123535,38.08836364746094,21.782161712646484,81.48787689208984,52.69384002685547,62.83034896850586,66.73158264160156,13.15628719329834
2021-03-15,14929.5,956.2411499023438,2695.38134765625,1209.2078857421875,723.9500122070312,583.6976318359375,1407.9931640625,161.50672912597656,354.23089599609375,501.5951843261719,2033.1097412109375,10.050000190734863,15.649999618530273,5.141997814178467,37.85639953613281,21.606855392456055,80.05408477783203,54.51937484741211,66.15082550048828,65.03712463378906,13.794466018676758
2021-03-16,14910.4501953125,952.4776611328125,2733.97314453125,1218.3634033203125,716.1358032226562,575.4282836914062,1387.1640625,163.3933868408203,349.2943420410156,507.7829284667969,2063.640625,10.149999618530273,15.449999809265137,5.233819007873535,36.92854309082031,21.519197463989258,79.91069793701172,53.18722915649414,64.72776794433594,63.19316482543945,13.794466018676758
2021-03-17,14721.2998046875,931.9599609375,2736.52197265625,1221.004150390625,708.1795043945312,570.1570434570312,1364.2471923828125,165.5552215576172,339.6981506347656,501.6431579589844,2047.3173828125,9.850000381469727,15.100000381469727,5.05017614364624,35.629554748535156,21.168581008911133,76.6607437133789,49.437477111816406,62.22662353515625,60.70132064819336,13.450831413269043
2021-03-18,14557.849609375,910.98876953125,2669.317138671875,1177.0762939453125,706.1194458007812,559.6146850585938,1355.1846923828125,171.0972900390625,338.729248046875,505.76837158203125,2037.10986328125,9.899999618530273,14.899999618530273,4.912444114685059,34.98005676269531,21.0809268951416,74.31885528564453,51.41102981567383,61.01917266845703,59.206214904785156,12.812653541564941
2021-03-19,14744.0,944.0438842773438,2681.360107421875,1183.546630859375,709.1978149414062,567.4005737304688,1339.195068359375,175.263671875,342.46624755859375,508.40655517578125,2126.174072265625,9.75,14.949999809265137,4.912444114685059,35.67594528198242,20.993274688720703,74.46224975585938,51.312355041503906,63.39095687866211,60.153114318847656,12.763562202453613
2021-03-22,14736.400390625,935.1565551757812,2751.202880859375,1206.7432861328125,695.771484375,554.6337280273438,1328.5670166015625,177.6613311767578,338.6369934082031,506.5357971191406,2164.015625,10.0,14.850000381469727,5.0960869789123535,35.21202087402344,20.949443817138672,73.7453384399414,51.509708404541016,63.261573791503906,59.25605010986328,12.272656440734863
2021-03-23,14814.75,946.5377197265625,2762.58740234375,1207.403076171875,710.4528198242188,567.1587524414062,1332.647216796875,174.67410278320312,343.896484375,507.7349853515625,2149.393798828125,10.100000381469727,14.899999618530273,5.0960869789123535,35.95429992675781,20.861791610717773,74.74899291992188,51.06565856933594,62.35600280761719,61.14984893798828,12.223566055297852
2021-03-24,14549.400390625,928.3097534179688,2743.686767578125,1191.7335205078125,700.3416748046875,548.87890625,1299.2445068359375,169.76089477539062,332.0395812988281,502.36260986328125,2132.197265625,9.75,14.649999618530273,5.187908172607422,34.33055877685547,20.55500030517578,72.31153106689453,49.1907844543457,60.80356216430664,58.55833435058594,11.683568000793457
2021-03-25,14324.900390625,902.9857177734375,2694.239501953125,1174.1712646484375,693.024658203125,552.7960205078125,1301.094970703125,166.34132385253906,327.7489318847656,487.1090087890625,2057.203369140625,8.899999618530273,14.199999809265137,5.004265785217285,32.93878173828125,20.116727828979492,72.93284606933594,47.56260299682617,62.3128776550293,57.013389587402344,10.701756477355957
2021-03-26,14507.2998046875,904.4366455078125,2695.953125,1176.283935546875,706.2615356445312,559.5663452148438,1326.90625,165.79104614257812,329.5943908691406,501.2593994140625,2131.553466796875,9.100000381469727,14.050000190734863,5.05017614364624,33.402706146240234,20.20438003540039,73.36298370361328,48.055992126464844,66.1939697265625,57.51176071166992,10.750846862792969
2021-03-30,14845.099609375,920.1480712890625,2776.60888671875,1219.5078125,735.8133544921875,572.0430297851562,1350.8670654296875,168.66033935546875,332.9161376953125,500.300048828125,2205.903564453125,9.199999809265137,16.299999237060547,4.82062292098999,33.54188537597656,20.116727828979492,72.45491027832031,48.30268478393555,68.26386260986328,58.059967041015625,10.750846862792969
2021-03-31,14690.7001953125,908.2681274414062,2793.574462890625,1204.322265625,707.37451171875,562.9998779296875,1346.454345703125,171.76548767089844,336.1456298828125,496.2707824707031,2236.0205078125,9.25,15.600000381469727,4.591069221496582,34.00580978393555,20.072898864746094,72.45491027832031,48.10533142089844,67.96199798583984,55.51828384399414,10.79993724822998
2021-04-01,14867.349609375,916.77001953125,2782.27880859375,1219.4195556640625,704.106689453125,574.8963623046875,1370.84228515625,172.9839630126953,342.0048828125,499.6285095214844,2206.2255859375,10.0,15.699999809265137,4.682890892028809,35.4439811706543,20.02907371520996,75.37031555175781,50.27623748779297,72.31742858886719,56.8638801574707,11.241753578186035
2021-04-05,14637.7998046875,903.5071411132812,2847.242431640625,1241.16357421875,686.512939453125,552.5059204101562,1332.1256103515625,167.08810424804688,326.2264709472656,506.775634765625,2182.40771484375,9.550000190734863,15.5,4.545158863067627,34.28416442871094,19.72228240966797,73.02843475341797,48.352027893066406,77.3197021484375,54.12285232543945,10.996299743652344
2021-04-06,14683.5,899.74365234375,2869.92236328125,1242.1759033203125,682.0848999023438,547.3314819335938,1329.46826171875,167.166748046875,323.4582824707031,510.5650939941406,2214.685791015625,9.699999809265137,15.600000381469727,4.682890892028809,34.376949310302734,19.284008026123047,73.45857238769531,48.697391510009766,78.52716827392578,55.11958694458008,10.947209358215332
2021-04-07,14819.0498046875,908.1547241210938,2875.8125,1259.0340576171875,685.3762817382812,558.6959228515625,1332.4576416015625,168.07078552246094,330.84002685546875,519.5829467773438,2211.880859375,9.75,15.600000381469727,4.636980056762695,34.887271881103516,19.41548728942871,75.56148529052734,49.33879852294922,77.44908142089844,57.61143112182617,11.143571853637695
2021-04-08,14873.7998046875,909.2883911132812,2916.206298828125,1267.5294189453125,678.556640625,557.7769775390625,1346.691650390625,167.63839721679688,328.1180419921875,520.9259643554688,2216.156982421875,9.399999618530273,15.550000190734863,4.591069221496582,34.74809265136719,19.240182876586914,74.36665344238281,50.91763687133789,82.45136260986328,57.262577056884766,11.094481468200684
2021-04-09,14834.849609375,898.7233276367188,2920.512939453125,1268.585693359375,673.3235473632812,547.6216430664062,1332.41015625,167.52049255371094,325.7189636230469,523.0845336914062,2276.943115234375,9.399999618530273,15.449999809265137,4.682890892028809,35.119232177734375,19.240182876586914,74.27106475830078,50.81896209716797,81.37327575683594,55.617958068847656,11.732659339904785
2021-04-12,14310.7998046875,866.5751953125,2853.967529296875,1255.1168212890625,647.418212890625,520.8788452148438,1276.469970703125,161.38882446289062,303.4353332519531,501.21142578125,2264.068359375,8.75,14.449999809265137,4.315605163574219,31.500606536865234,18.27597999572754,68.05791473388672,44.454261779785156,73.0505142211914,50.38508605957031,10.947209358215332
2021-04-13,14504.7998046875,875.9385986328125,2728.69921875,1229.939453125,663.1886596679688,542.2053833007812,1303.562255859375,164.06158447265625,314.6463317871094,514.3544921875,2257.0791015625,8.949999809265137,14.699999809265137,4.4533371925354,32.56763458251953,18.801910400390625,73.60195922851562,45.93442153930664,78.22529602050781,53.87366485595703,11.290843963623047
2021-04-15,14581.4501953125,881.6063842773438,2829.705078125,1197.8958740234375,677.2779541015625,556.3263549804688,1304.463623046875,162.48936462402344,316.2149963378906,517.4244384765625,2262.826904296875,8.949999809265137,14.550000190734863,4.315605163574219,32.24289321899414,18.495119094848633,72.50270080566406,45.441036224365234,80.03646850585938,52.27888870239258,11.19266128540039
2021-04-16,14617.849609375,876.0745239257812,2808.78271484375,1191.7335205078125,676.5912475585938,548.3469848632812,1289.7552490234375,163.4720001220703,313.63134765625,518.7675170898438,2261.218017578125,8.850000381469727,14.600000381469727,4.361515998840332,32.289283752441406,19.06487274169922,73.02843475341797,45.58905792236328,79.00151824951172,53.4749755859375,10.996299743652344
2021-04-19,14359.4501953125,862.2901611328125,2779.46630859375,1199.4803466796875,668.8954467773438,541.3832397460938,1243.5416259765625,161.62464904785156,305.5575866699219,505.0487976074219,2240.756591796875,8.449999809265137,14.199999809265137,4.086051940917969,30.758325576782227,18.53894805908203,68.77481842041016,43.46748352050781,76.88847351074219,50.53459548950195,10.701756477355957
2021-04-20,14296.400390625,862.0408935546875,2764.30126953125,1189.620849609375,658.9500732421875,540.7544555664062,1263.5169677734375,160.0131072998047,304.0351257324219,508.6463317871094,2204.7080078125,8.449999809265137,14.050000190734863,4.177873134613037,31.268646240234375,18.62660026550293,68.91819763183594,43.61550521850586,76.75910949707031,50.48476028442383,10.750846862792969
2021-04-22,14406.150390625,864.4213256835938,2741.664794921875,1189.4007568359375,673.6786499023438,560.1950073242188,1268.5462646484375,161.86048889160156,310.6325378417969,509.2699279785156,2160.520751953125,8.449999809265137,14.050000190734863,4.177873134613037,31.4542179107666,18.4512882232666,68.5836410522461,44.108890533447266,81.11453247070312,51.03296661376953,10.701756477355957
2021-04-23,14341.349609375,863.4918212890625,2733.489990234375,1174.1712646484375,669.7241821289062,551.24853515625,1255.35595703125,161.42811584472656,310.447998046875,501.35528564453125,2122.218994140625,8.449999809265137,14.0,4.131961822509766,31.547000885009766,18.495119094848633,68.87040710449219,44.79963302612305,80.29520416259766,50.93328857421875,10.701756477355957
2021-04-26,14485.0,878.6817626953125,2725.84228515625,1182.7545166015625,665.2962646484375,571.7045288085938,1267.6922607421875,161.38882446289062,317.69134521484375,506.10406494140625,2170.8662109375,8.449999809265137,14.050000190734863,4.315605163574219,31.964534759521484,18.40746307373047,70.68655395507812,45.53971862792969,86.67741394042969,52.07954025268555,10.750846862792969
2021-04-27,14653.0498046875,901.716064453125,2753.2685546875,1187.112060546875,681.3507690429688,579.103515625,1310.157470703125,161.46742248535156,325.76507568359375,512.5797119140625,2188.52294921875,8.699999809265137,14.75,4.361515998840332,32.4284553527832,18.58277130126953,71.83360290527344,47.661277770996094,86.37557220458984,53.17594909667969,10.849028587341309
2021-04-28,14864.5498046875,905.63818359375,2746.324462890625,1193.7142333984375,699.39453125,600.9619750976562,1305.6500244140625,161.5460662841797,335.31524658203125,522.1732177734375,2213.076416015625,8.649999618530273,14.800000190734863,4.315605163574219,33.07796096801758,18.53894805908203,74.4144515991211,47.463924407958984,89.26480102539062,54.471710205078125,10.89811897277832
2021-04-29,14894.900390625,917.767578125,2738.54443359375,1194.0223388671875,697.3580932617188,601.0587158203125,1289.280517578125,160.60269165039062,331.6243591308594,518.8634643554688,2214.0419921875,8.399999618530273,14.5,4.22378396987915,32.521240234375,18.53894805908203,74.12769317626953,46.575828552246094,97.0269546508789,54.621219635009766,10.849028587341309
2021-04-30,14631.099609375,904.3687133789062,2668.56982421875,1192.26171875,668.8480224609375,580.7962036132812,1272.009765625,159.26629638671875,326.1802978515625,514.9300537109375,2164.521240234375,8.350000381469727,14.550000190734863,4.407426834106445,32.33567428588867,18.670425415039062,76.56513977050781,47.661277770996094,103.06419372558594,54.521549224853516,10.79993724822998
2021-05-03,14634.150390625,888.2945556640625,2669.7568359375,1190.237060546875,669.8662719726562,577.169189453125,1273.9552001953125,157.96920776367188,323.5044860839844,536.1317138671875,2214.409912109375,8.449999809265137,13.899999618530273,4.7288007736206055,32.010929107666016,18.4512882232666,76.32618713378906,52.792518615722656,110.17951202392578,53.823829650878906,10.996299743652344
2021-05-04,14496.5,869.0463256835938,2680.96533203125,1170.2979736328125,657.505615234375,572.1398315429688,1269.3052978515625,156.907958984375,324.33489990234375,529.9918823242188,2214.087890625,8.25,13.850000381469727,4.636980056762695,34.74809265136719,18.363636016845703,75.94383239746094,51.855079650878906,110.3951187133789,55.56812286376953,11.19266128540039
2021-05-05,14617.849609375,870.6333618164062,2721.359130859375,1180.9495849609375,664.2542114257812,583.0206909179688,1270.3016357421875,158.32298278808594,327.9335021972656,537.1869506835938,2202.133056640625,8.350000381469727,13.850000381469727,4.636980056762695,34.74809265136719,18.40746307373047,76.51736450195312,55.99953842163086,112.3787841796875,56.01665496826172,11.19266128540039
2021-05-06,14724.7998046875,875.5757446289062,2735.204345703125,1198.6439208984375,663.4491577148438,588.2434692382812,1271.488037109375,159.38421630859375,328.0718688964844,536.0358276367188,2197.857177734375,8.300000190734863,13.550000190734863,4.591069221496582,33.77384567260742,18.495119094848633,75.13134765625,57.2823486328125,115.26803588867188,56.66453170776367,11.143571853637695
2021-05-07,14823.150390625,875.9158325195312,2754.059814453125,1190.67724609375,670.0083618164062,587.1795654296875,1274.14501953125,161.42811584472656,330.5632019042969,545.389404296875,2217.352783203125,8.300000190734863,13.350000381469727,4.682890892028809,33.63467025756836,18.495119094848633,74.22327423095703,57.03565216064453,124.41012573242188,56.564857482910156,11.094481468200684
2021-05-10,14942.349609375,873.3993530273438,2765.13671875,1179.2330322265625,672.4236450195312,593.1277465820312,1323.7747802734375,161.58534240722656,333.7466125488281,549.2747802734375,2237.308349609375,8.199999809265137,13.100000381469727,5.141997814178467,33.03156661987305,19.766109466552734,76.0394287109375,64.78185272216797,126.17818450927734,55.16942596435547,11.19266128540039
2021-05-11,14850.75,876.5506591796875,2745.005126953125,1171.398193359375,664.7042236328125,589.83935546875,1312.956787109375,160.36688232421875,336.4686279296875,545.2935180664062,2208.984375,8.100000381469727,13.149999618530273,5.64701509475708,32.521240234375,20.116727828979492,78.19013977050781,72.47869110107422,121.08963012695312,56.066490173339844,11.48720645904541
2021-05-12,14696.5,867.4820556640625,2714.238525390625,1168.1851806640625,662.7861328125,575.2348022460938,1314.570068359375,159.77728271484375,339.28289794921875,538.913818359375,2141.715087890625,8.800000190734863,13.300000190734863,5.233819007873535,34.423343658447266,20.511173248291016,77.99895477294922,70.455810546875,114.01747131347656,55.01991653442383,12.370838165283203
2021-05-14,14677.7998046875,878.432373046875,2682.503662109375,1158.853759765625,656.7953491210938,577.7011108398438,1343.22802734375,166.852294921875,332.5932312011719,537.61865234375,2185.763916015625,8.649999618530273,13.199999809265137,5.187908172607422,34.14498519897461,20.20438003540039,76.13500213623047,67.10077667236328,109.66203308105469,54.02317810058594,12.567200660705566
2021-05-17,14923.150390625,888.8839721679688,2698.54638671875,1170.2979736328125,682.0848999023438,603.13818359375,1315.9459228515625,167.12742614746094,353.4927062988281,527.3056640625,2185.21240234375,8.550000190734863,13.350000381469727,5.0960869789123535,34.93366622924805,20.20438003540039,77.95116424560547,70.30779266357422,112.59439086914062,55.617958068847656,12.665380477905273
2021-05-18,15108.099609375,901.3987426757812,2715.292724609375,1179.629150390625,699.34716796875,612.4231567382812,1344.9361572265625,165.1228485107422,352.7084045410156,514.5464477539062,2183.373291015625,8.550000190734863,13.350000381469727,5.0960869789123535,34.655303955078125,20.248210906982422,80.62760925292969,70.80117797851562,113.80184173583984,55.86714172363281,12.469018936157227
2021-05-19,15030.150390625,905.52490234375,2709.31494140625,1176.98828125,690.5857543945312,604.927490234375,1331.7933349609375,163.31478881835938,354.6922607421875,506.72772216796875,2170.038818359375,8.449999809265137,13.300000190734863,5.141997814178467,33.58827590942383,20.248210906982422,80.6753921508789,72.77472686767578,110.91259765625,55.3687744140625,12.370838165283203
2021-05-20,14906.0498046875,900.242431640625,2689.97607421875,1179.012939453125,678.556640625,598.30224609375,1337.771484375,162.72520446777344,354.8306579589844,499.48455810546875,2155.693359375,8.399999618530273,13.25,5.05017614364624,34.79448699951172,20.248210906982422,79.7673110961914,71.5905990600586,104.7459945678711,54.9700813293457,12.321747779846191
2021-05-21,15175.2998046875,908.0187377929688,2707.996826171875,1192.3939208984375,709.10302734375,621.36962890625,1345.6478271484375,164.3367462158203,370.1939392089844,509.3658752441406,2172.338134765625,8.550000190734863,13.350000381469727,5.004265785217285,35.30480194091797,20.46734619140625,81.39229583740234,71.24523162841797,105.2203369140625,57.063228607177734,12.469018936157227
2021-05-24,15197.7001953125,900.3557739257812,2708.87548828125,1186.7159423828125,715.0938720703125,626.1088256835938,1369.5611572265625,166.26271057128906,380.205322265625,505.3845520019531,2148.7041015625,8.600000381469727,13.850000381469727,5.004265785217285,36.92854309082031,21.037097930908203,82.5871353149414,71.4919204711914,107.59212493896484,59.05670166015625,12.812653541564941
2021-05-25,15208.4501953125,890.153564453125,2750.83642578125,1198.6439208984375,700.41259765625,628.9620971679688,1376.8680419921875,165.79104614257812,380.482177734375,504.7129821777344,2155.6015625,8.550000190734863,13.600000381469727,4.958354949951172,36.51101303100586,20.993274688720703,83.01728057861328,73.51481628417969,106.90214538574219,58.75768280029297,12.763562202453613
2021-05-26,15301.4501953125,893.2821655273438,2790.146240234375,1230.0274658203125,699.5128784179688,631.0899047851562,1397.697265625,165.5552215576172,381.5894470214844,504.3772888183594,2164.75146484375,8.550000190734863,13.449999809265137,5.41746187210083,36.41822814941406,20.90561866760254,83.16065216064453,71.54126739501953,102.41734313964844,57.61143112182617,12.714471817016602
2021-05-27,15337.849609375,896.0255126953125,2809.138427734375,1234.4290771484375,702.1649780273438,630.84814453125,1407.1392822265625,165.98756408691406,392.3391418457031,498.6691589355469,2139.3701171875,8.449999809265137,13.399999618530273,5.279729843139648,39.10900115966797,20.730308532714844,84.16431427001953,72.3306884765625,105.43596649169922,57.71110916137695,12.910833358764648
